Designator,Mid X,Mid Y,Rotation,Layer
C1,145.886304,-102.51824,180.0,top
C2,145.893095,-96.731528,0.0,top
C3,145.0,-84.5,180.0,top
C4,145.0,-86.075175,180.0,top
J2,137.913,-76.0,90.0,top
J6,146.41,-117.625,0.0,top
L1,146.41,-91.35,90.0,top
U1,146.41,-99.7,270.0,top
